0	1322.976659
2	-18.46333858
4	-2977.659899
6	-6684.919026
8	5584.299682
10	5943.459181
12	-4773.123993
14	-4402.807196
16	8522.138856
18	14628.59536
20	-2463.460452
22	-32247.97911
24	-7037.018374
26	9112.096959
28	19049.94091
30	2813.280157
32	-533.4944318
34	-10648.00249
36	-27124.70029
38	-1030.016797
40	49361.49603
42	50668.63484
44	-6375.484636
46	-76120.41922
48	-17054.12798
50	26625.06939
52	63630.43905
54	592.1777152
56	-38599.29745
58	-20734.61863
60	158.678087
62	23064.1613
64	25555.68061
66	-634.5678174
68	-29999.10944
70	-17236.80357
72	-194.4180134
74	11490.41521
76	33487.66933
78	15727.30979
80	-3607.339181
82	-61322.66005
84	-56140.1117
86	703.3403599
88	101435.9142
90	73473.7999
92	-4109.15657
94	-90811.27729
96	-42098.70328
98	10081.0911
100	44996.06221
102	1945.249259
104	-10362.6379
106	-1271.722512
108	10977.56805
110	4569.277773
112	-15375.58765
114	-22287.3645
116	400.9144843
118	23212.04701
120	9691.749421
122	-47.16463736
124	-7978.609545
126	-17943.05356
128	-4566.749248
130	11323.01138
132	35254.20678
134	6338.303319
136	-12142.60129
138	-43354.1186
140	-9592.871275
142	10794.65354
144	35370.32739
146	10633.16257
148	-1171.49358
150	-13698.59365
152	-19132.45051
154	-6157.311894
156	3851.641241
158	42103.75825
160	22453.53594
162	-10310.90771
164	-50675.32837
166	-8429.338051
168	16457.42676
170	31643.51926
172	25.97322884
174	-16459.93338
176	-2571.678036
178	13384.67669
180	8234.068405
182	-11605.26663
184	-17839.15506
186	71.23647748
188	26160.3156
190	15207.37775
192	-4997.269839
194	-26046.37471
196	-5967.648824
198	1379.430652
200	11021.17475
202	11225.95047
204	1479.0321
206	-6063.264726
208	-26912.20563
210	-11330.0325
212	5047.964625
214	42284.51118
216	20308.87757
218	-4261.085674
220	-43041.26884
222	-22917.23488
224	2475.638164
226	36079.60903
228	15301.11993
230	-3246.490125
232	-19036.75135
234	-2365.613344
236	7420.83617
238	3917.697651
240	-6038.265787
242	-5314.141525
244	9850.563888
246	22597.16396
248	-1696.784199
250	-54728.98649
252	-18642.58223
254	29019.97177
256	84395.30996
258	1887.579698
260	-63461.87856
262	-48759.47546
264	176.9404825
266	37429.79705
268	39172.19377
270	2454.223361
272	-26174.59311
274	-72370.62675
276	-13012.47105
278	47161.54308
280	109459.3375
282	3342.881887
284	-59561.05341
286	-60116.88615
288	-198.6770849
290	39100.41681
